county,todays_date,previous_days_covid_confirmed_patients,previous_days_suspected_covid_patients,previous_days_conversion_covid_patients,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
San Bernardino,2020-05-07,,,,153.0,73.0,226.0,4534.0,51.0,12.0,164.0
Riverside,2020-05-07,,,,194.0,76.0,270.0,3902.0,79.0,20.0,177.0
Fresno,2020-05-07,,,,49.0,39.0,88.0,2051.0,15.0,3.0,92.0
Napa,2020-05-07,,,,1.0,1.0,2.0,387.0,1.0,0.0,3.0
Modoc,2020-05-07,,,,0.0,0.0,0.0,41.0,0.0,0.0,
Siskiyou,2020-05-07,,,,0.0,3.0,3.0,65.0,0.0,2.0,3.0
Marin,2020-05-07,,,,3.0,10.0,13.0,390.0,2.0,0.0,14.0
Solano,2020-05-07,,,,10.0,15.0,25.0,707.0,7.0,3.0,39.0
San Francisco,2020-05-07,,,,72.0,21.0,93.0,2619.0,30.0,1.0,78.0
Mono,2020-05-07,,,,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Alameda,2020-04-22,,,,84.0,61.0,145.0,1141.0,38.0,17.0,46.0
San Diego,2020-04-22,,,,241.0,77.0,318.0,5467.0,104.0,21.0,365.0
Los Angeles,2020-04-22,,,,1610.0,515.0,2125.0,16379.0,515.0,111.0,1128.0
Plumas,2020-04-22,,,,0.0,0.0,0.0,9.0,0.0,0.0,
San Bernardino,2020-04-22,,,,139.0,200.0,334.0,3593.0,54.0,32.0,164.0
Sacramento,2020-04-22,,,,47.0,23.0,70.0,50.0,18.0,5.0,79.0
Kern,2020-04-22,,,,32.0,25.0,57.0,1103.0,14.0,1.0,55.0
San Francisco,2020-04-22,,,,75.0,17.0,92.0,738.0,28.0,3.0,74.0
Yolo,2020-04-22,,,,4.0,0.0,4.0,,1.0,0.0,14.0
Riverside,2020-04-22,,,,229.0,127.0,333.0,3668.0,84.0,25.0,176.0
Ventura,2020-04-22,,,,27.0,30.0,57.0,1049.0,8.0,9.0,33.0
Imperial,2020-04-22,,,,11.0,2.0,13.0,,7.0,0.0,0.0
Tehama,2020-04-22,,,,0.0,0.0,0.0,,0.0,0.0,4.0
Shasta,2020-04-22,,,,1.0,0.0,1.0,53.0,1.0,0.0,13.0
Santa Barbara,2020-04-22,,,,25.0,9.0,34.0,427.0,13.0,3.0,88.0
Santa Cruz,2020-04-22,,,,3.0,4.0,7.0,351.0,1.0,1.0,10.0
San Luis Obispo,2020-04-22,,,,1.0,7.0,8.0,303.0,1.0,3.0,25.0
Mendocino,2020-04-22,,,,0.0,0.0,0.0,151.0,0.0,0.0,7.0
Siskiyou,2020-04-22,,,,0.0,1.0,1.0,65.0,0.0,1.0,4.0
Kings,2020-04-22,,,,9.0,0.0,9.0,192.0,3.0,0.0,3.0
Fresno,2020-04-22,,,,36.0,43.0,79.0,748.0,14.0,4.0,52.0
Napa,2020-04-22,,,,1.0,2.0,3.0,387.0,1.0,0.0,11.0
Santa Clara,2020-04-22,,,,137.0,39.0,176.0,2741.0,68.0,9.0,157.0
Monterey,2020-04-22,,,,6.0,3.0,9.0,875.0,2.0,1.0,95.0
Madera,2020-04-22,,,,0.0,3.0,3.0,568.0,0.0,0.0,22.0
Marin,2020-04-22,,,,5.0,10.0,15.0,242.0,2.0,5.0,12.0
Solano,2020-04-22,,,,10.0,18.0,28.0,204.0,2.0,2.0,32.0
Sutter,2020-04-22,,,,0.0,0.0,0.0,,,,
Amador,2020-04-22,,,,0.0,1.0,1.0,,0.0,0.0,3.0
Inyo,2020-04-22,,,,1.0,0.0,1.0,50.0,1.0,0.0,4.0
Butte,2020-04-22,,,,0.0,0.0,0.0,247.0,0.0,1.0,17.0
El Dorado,2020-04-22,,,,0.0,2.0,2.0,40.0,0.0,1.0,6.0
Mariposa,2020-04-22,,,,0.0,0.0,0.0,30.0,0.0,0.0,
Trinity,2020-04-22,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Calaveras,2020-04-22,,,,0.0,0.0,0.0,50.0,0.0,0.0,12.0
Alameda,2020-04-23,,,,81.0,90.0,171.0,1129.0,37.0,24.0,95.0
Los Angeles,2020-04-23,,,,1786.0,556.0,2342.0,19510.0,575.0,103.0,1197.0
San Francisco,2020-04-23,,,,75.0,29.0,104.0,1173.0,31.0,6.0,70.0
Orange,2020-04-23,,,,162.0,137.0,299.0,4987.0,71.0,24.0,293.0
Fresno,2020-04-23,,,,39.0,39.0,78.0,748.0,16.0,4.0,52.0
Riverside,2020-04-23,,,,200.0,103.0,303.0,3283.0,83.0,22.0,229.0
San Joaquin,2020-04-23,,,,30.0,34.0,64.0,970.0,15.0,6.0,22.0
Imperial,2020-04-23,,,,23.0,4.0,27.0,240.0,9.0,0.0,1.0
Mariposa,2020-04-23,,,,0.0,1.0,1.0,30.0,0.0,0.0,0.0
Contra Costa,2020-04-23,,,,31.0,51.0,82.0,1031.0,13.0,13.0,81.0
Placer,2020-04-23,,,,4.0,21.0,25.0,,1.0,1.0,11.0
Marin,2020-04-23,,,,3.0,14.0,17.0,242.0,2.0,4.0,12.0
Sonoma,2020-04-23,,,,3.0,17.0,20.0,615.0,0.0,5.0,48.0
Solano,2020-04-23,,,,11.0,15.0,26.0,204.0,5.0,4.0,31.0
Kern,2020-04-23,,,,27.0,11.0,38.0,1350.0,15.0,1.0,55.0
Merced,2020-04-23,,,,0.0,2.0,2.0,206.0,0.0,0.0,7.0
Mendocino,2020-04-23,,,,0.0,1.0,1.0,151.0,0.0,1.0,7.0
Modoc,2020-04-23,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Butte,2020-04-23,,,,0.0,0.0,0.0,424.0,0.0,1.0,14.0
Plumas,2020-04-23,,,,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Tulare,2020-04-23,,,,30.0,1.0,31.0,882.0,11.0,0.0,16.0
Ventura,2020-04-23,,,,25.0,24.0,49.0,1305.0,10.0,5.0,47.0
Amador,2020-04-23,,,,0.0,1.0,1.0,,0.0,0.0,2.0
Yolo,2020-04-23,,,,4.0,0.0,4.0,130.0,1.0,0.0,14.0
San Joaquin,2020-05-08,,,,15.0,32.0,47.0,1366.0,6.0,8.0,27.0
Stanislaus,2020-05-08,,,,21.0,15.0,36.0,1249.0,3.0,2.0,81.0
Fresno,2020-05-08,,,,50.0,31.0,81.0,2049.0,15.0,4.0,89.0
Orange,2020-05-08,,,,206.0,75.0,281.0,6419.0,69.0,21.0,333.0
Santa Clara,2020-05-08,,,,69.0,26.0,95.0,3306.0,29.0,5.0,180.0
Solano,2020-05-08,,,,10.0,23.0,33.0,707.0,7.0,0.0,48.0
Humboldt,2020-05-08,,,,1.0,4.0,5.0,278.0,0.0,0.0,3.0
Marin,2020-05-08,,,,3.0,4.0,7.0,390.0,2.0,0.0,11.0
Alameda,2020-05-08,,,,80.0,56.0,136.0,2446.0,38.0,8.0,126.0
Butte,2020-05-08,,,,1.0,1.0,2.0,448.0,0.0,0.0,23.0
Glenn,2020-05-08,,,,0.0,0.0,0.0,,0.0,0.0,
Shasta,2020-05-08,,,,0.0,0.0,0.0,667.0,0.0,0.0,15.0
Modoc,2020-05-08,,,,0.0,0.0,0.0,41.0,0.0,0.0,
Mono,2020-05-08,,,,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Bernardino,2020-05-08,,,,142.0,78.0,220.0,4807.0,52.0,11.0,166.0
Riverside,2020-05-08,,,,189.0,88.0,277.0,3851.0,77.0,27.0,154.0
Sonoma,2020-05-09,,,,3.0,11.0,14.0,812.0,2.0,2.0,48.0
San Diego,2020-05-09,,,,329.0,58.0,387.0,5856.0,132.0,9.0,328.0
Santa Clara,2020-05-09,,,,66.0,36.0,102.0,3306.0,28.0,5.0,183.0
Humboldt,2020-05-09,,,,0.0,0.0,0.0,8.0,0.0,0.0,
Plumas,2020-05-09,,,,0.0,1.0,1.0,45.0,0.0,0.0,
Mendocino,2020-05-09,,,,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Riverside,2020-05-09,,,,176.0,109.0,285.0,3641.0,71.0,28.0,157.0
Fresno,2020-05-09,,,,55.0,43.0,98.0,2049.0,16.0,5.0,88.0
Colusa,2020-05-07,,,,1.0,0.0,1.0,88.0,0.0,0.0,6.0
Monterey,2020-05-07,,,,4.0,1.0,5.0,829.0,3.0,0.0,106.0
Kern,2020-05-07,,,,33.0,3.0,36.0,1709.0,19.0,1.0,79.0
Inyo,2020-05-07,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Mariposa,2020-05-07,,,,0.0,1.0,1.0,30.0,0.0,0.0,
Ventura,2020-05-07,,,,33.0,25.0,58.0,1353.0,13.0,7.0,56.0
Calaveras,2020-05-07,,,,0.0,0.0,0.0,50.0,0.0,0.0,12.0
Santa Barbara,2020-05-07,,,,27.0,12.0,39.0,717.0,11.0,3.0,82.0
El Dorado,2020-05-07,,,,0.0,2.0,2.0,172.0,0.0,0.0,10.0
Amador,2020-05-07,,,,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Yolo,2020-05-07,,,,0.0,0.0,0.0,186.0,0.0,0.0,11.0
Merced,2020-05-07,,,,5.0,3.0,8.0,242.0,4.0,0.0,4.0
Tuolumne,2020-05-07,,,,0.0,0.0,0.0,151.0,0.0,0.0,1.0
San Benito,2020-05-07,,,,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Napa,2020-04-23,,,,1.0,1.0,2.0,387.0,1.0,0.0,2.0
San Luis Obispo,2020-04-23,,,,1.0,4.0,5.0,526.0,1.0,1.0,30.0
El Dorado,2020-04-23,,,,0.0,8.0,8.0,173.0,0.0,1.0,15.0
San Benito,2020-04-23,,,,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Trinity,2020-04-23,,,,0.0,0.0,0.0,54.0,0.0,0.0,0.0
Yolo,2020-05-08,,,,0.0,0.0,0.0,186.0,0.0,0.0,4.0
Tuolumne,2020-05-08,,,,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Mariposa,2020-05-08,,,,0.0,1.0,1.0,30.0,0.0,0.0,
Merced,2020-05-08,,,,7.0,1.0,8.0,242.0,5.0,0.0,2.0
San Luis Obispo,2020-05-08,,,,1.0,3.0,4.0,526.0,1.0,2.0,21.0
Del Norte,2020-05-08,,,,0.0,1.0,1.0,51.0,0.0,1.0,2.0
Lassen,2020-05-08,,,,0.0,1.0,1.0,25.0,0.0,0.0,
Tehama,2020-05-08,,,,0.0,0.0,0.0,106.0,0.0,0.0,2.0
Trinity,2020-05-08,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Colusa,2020-05-08,,,,1.0,1.0,2.0,88.0,0.0,1.0,5.0
Inyo,2020-05-08,,,,1.0,0.0,1.0,42.0,0.0,0.0,4.0
Stanislaus,2020-05-09,,,,18.0,11.0,29.0,1319.0,3.0,3.0,82.0
Inyo,2020-05-09,,,,0.0,0.0,0.0,42.0,0.0,0.0,3.0
El Dorado,2020-05-09,,,,0.0,0.0,0.0,111.0,0.0,0.0,8.0
Calaveras,2020-05-09,,,,0.0,2.0,2.0,50.0,0.0,1.0,9.0
Kern,2020-05-09,,,,35.0,15.0,50.0,1642.0,25.0,2.0,78.0
Ventura,2020-05-09,,,,26.0,21.0,47.0,1107.0,11.0,3.0,23.0
Lassen,2020-05-09,,,,0.0,1.0,1.0,25.0,0.0,0.0,
Sonoma,2020-05-10,,,,5.0,6.0,11.0,812.0,2.0,1.0,48.0
San Diego,2020-05-10,,,,334.0,56.0,390.0,6056.0,134.0,8.0,357.0
Santa Clara,2020-05-10,,,,66.0,45.0,111.0,3306.0,28.0,4.0,179.0
San Joaquin,2020-05-10,,,,15.0,28.0,43.0,1366.0,2.0,8.0,19.0
Shasta,2020-05-10,,,,0.0,0.0,0.0,657.0,1.0,0.0,8.0
Riverside,2020-05-10,,,,199.0,117.0,316.0,3806.0,73.0,29.0,177.0
Fresno,2020-05-10,,,,53.0,45.0,98.0,2056.0,22.0,9.0,89.0
Marin,2020-05-10,,,,1.0,13.0,14.0,216.0,0.0,3.0,9.0
Kern,2020-05-10,,,,32.0,3.0,35.0,1472.0,24.0,1.0,95.0
Stanislaus,2020-05-10,,,,17.0,10.0,27.0,1369.0,1.0,3.0,80.0
San Francisco,2020-05-10,,,,64.0,25.0,89.0,2326.0,23.0,9.0,100.0
Modoc,2020-05-10,,,,0.0,0.0,0.0,41.0,0.0,0.0,
Sonoma,2020-05-11,,,,5.0,9.0,14.0,871.0,2.0,4.0,50.0
Santa Clara,2020-05-11,,,,59.0,41.0,100.0,3306.0,27.0,7.0,193.0
Riverside,2020-05-11,,,,186.0,104.0,290.0,3935.0,69.0,34.0,184.0
San Bernardino,2020-05-11,,,,152.0,66.0,218.0,4821.0,53.0,12.0,178.0
Butte,2020-05-11,,,,2.0,1.0,3.0,448.0,0.0,0.0,25.0
Mono,2020-05-11,,,,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Del Norte,2020-04-23,,,,0.0,6.0,6.0,,0.0,3.0,3.0
Sacramento,2020-05-08,,,,17.0,34.0,51.0,2332.0,11.0,5.0,82.0
Sacramento,2020-05-11,,,,16.0,35.0,51.0,2335.0,9.0,5.0,93.0
Alameda,2020-05-11,,,,78.0,53.0,131.0,2446.0,36.0,13.0,125.0
Marin,2020-05-11,,,,3.0,12.0,15.0,390.0,0.0,2.0,12.0
Santa Cruz,2020-05-11,,,,1.0,0.0,1.0,397.0,0.0,0.0,16.0
Napa,2020-05-11,,,,1.0,0.0,1.0,387.0,1.0,0.0,13.0
Kern,2020-05-11,,,,39.0,4.0,43.0,1724.0,27.0,1.0,77.0
Stanislaus,2020-05-11,,,,21.0,14.0,35.0,1374.0,2.0,6.0,74.0
Humboldt,2020-05-11,,,,2.0,6.0,8.0,352.0,0.0,0.0,5.0
Modoc,2020-05-11,,,,0.0,0.0,0.0,41.0,0.0,0.0,
San Francisco,2020-05-11,,,,63.0,28.0,91.0,2619.0,23.0,11.0,107.0
Mendocino,2020-05-11,,,,0.0,0.0,0.0,180.0,0.0,0.0,5.0
San Diego,2020-05-12,,,,334.0,51.0,385.0,6136.0,132.0,10.0,357.0
San Mateo,2020-05-12,,,,30.0,33.0,63.0,1096.0,14.0,6.0,35.0
San Joaquin,2020-05-12,,,,14.0,20.0,34.0,1366.0,1.0,7.0,26.0
Riverside,2020-05-12,,,,206.0,100.0,306.0,3924.0,67.0,29.0,172.0
Orange,2020-05-12,,,,263.0,85.0,348.0,6836.0,88.0,14.0,358.0
Butte,2020-05-12,,,,2.0,3.0,5.0,448.0,0.0,1.0,25.0
Alameda,2020-05-12,,,,79.0,51.0,130.0,2446.0,34.0,12.0,116.0
Humboldt,2020-05-12,,,,3.0,5.0,8.0,352.0,0.0,0.0,6.0
San Francisco,2020-05-12,,,,63.0,27.0,90.0,2619.0,23.0,4.0,100.0
Butte,2020-05-13,,,,2.0,3.0,5.0,448.0,0.0,2.0,19.0
Alameda,2020-05-13,,,,81.0,59.0,140.0,2446.0,37.0,12.0,117.0
Solano,2020-05-13,,,,16.0,18.0,34.0,707.0,8.0,3.0,41.0
Humboldt,2020-05-13,,,,4.0,4.0,8.0,352.0,1.0,1.0,5.0
Kern,2020-05-13,,,,34.0,6.0,40.0,1718.0,26.0,2.0,73.0
Stanislaus,2020-05-13,,,,20.0,11.0,31.0,1369.0,2.0,1.0,79.0
Santa Cruz,2020-05-13,,,,1.0,0.0,1.0,397.0,0.0,0.0,15.0
Plumas,2020-05-13,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Siskiyou,2020-05-13,,,,0.0,1.0,1.0,65.0,0.0,0.0,5.0
Plumas,2020-05-14,,,,0.0,0.0,0.0,45.0,0.0,0.0,
San Joaquin,2020-05-14,,,,10.0,26.0,36.0,1366.0,1.0,12.0,27.0
Butte,2020-05-14,,,,2.0,1.0,3.0,448.0,0.0,0.0,19.0
San Mateo,2020-05-14,,,,32.0,12.0,44.0,1096.0,12.0,0.0,45.0
San Francisco,2020-05-14,,,,56.0,38.0,94.0,2619.0,20.0,10.0,111.0
Santa Cruz,2020-05-14,,,,1.0,0.0,1.0,397.0,0.0,0.0,13.0
Sacramento,2020-05-14,,,,12.0,40.0,52.0,2393.0,5.0,11.0,91.0
Alameda,2020-05-14,,,,82.0,56.0,138.0,2446.0,37.0,13.0,118.0
Solano,2020-05-14,,,,15.0,25.0,40.0,707.0,8.0,2.0,47.0
Humboldt,2020-05-14,,,,5.0,7.0,12.0,352.0,1.0,1.0,3.0
Mendocino,2020-05-14,,,,0.0,0.0,0.0,180.0,0.0,0.0,3.0
Sonoma,2020-05-15,,,,5.0,34.0,39.0,871.0,3.0,1.0,51.0
San Diego,2020-05-15,,,,326.0,66.0,392.0,6126.0,139.0,12.0,332.0
Santa Clara,2020-05-15,,,,48.0,27.0,75.0,3318.0,23.0,2.0,164.0
Sacramento,2020-05-15,,,,11.0,44.0,55.0,2410.0,5.0,8.0,100.0
San Mateo,2020-05-15,,,,30.0,24.0,54.0,1096.0,10.0,6.0,40.0
Humboldt,2020-05-15,,,,3.0,4.0,7.0,278.0,1.0,0.0,4.0
Placer,2020-05-11,,,,8.0,16.0,24.0,753.0,2.0,2.0,36.0
San Mateo,2020-05-11,,,,31.0,18.0,49.0,1096.0,11.0,6.0,43.0
Mono,2020-05-14,,,,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Mono,2020-05-15,,,,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Joaquin,2020-05-09,,,,15.0,25.0,40.0,1289.0,4.0,6.0,23.0
Placer,2020-05-09,,,,8.0,29.0,37.0,753.0,2.0,1.0,40.0
Tulare,2020-05-09,,,,28.0,2.0,30.0,920.0,9.0,0.0,27.0
Yuba,2020-05-09,,,,0.0,0.0,0.0,445.0,0.0,0.0,7.0
Amador,2020-05-09,,,,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Merced,2020-05-09,,,,5.0,6.0,11.0,242.0,4.0,2.0,2.0
Sutter,2020-05-09,,,,0.0,0.0,0.0,14.0,0.0,0.0,
San Luis Obispo,2020-05-10,,,,3.0,2.0,5.0,526.0,2.0,0.0,24.0
Santa Cruz,2020-05-10,,,,1.0,0.0,1.0,291.0,0.0,0.0,12.0
Imperial,2020-05-10,,,,63.0,1.0,64.0,336.0,17.0,0.0,9.0
Lake,2020-05-10,,,,0.0,1.0,1.0,110.0,0.0,0.0,0.0
Mendocino,2020-05-10,,,,0.0,0.0,0.0,151.0,0.0,0.0,3.0
Tuolumne,2020-05-10,,,,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Amador,2020-05-10,,,,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Nevada,2020-05-10,,,,0.0,1.0,1.0,50.0,0.0,0.0,2.0
Tulare,2020-05-11,,,,35.0,0.0,35.0,920.0,10.0,0.0,20.0
Mariposa,2020-05-11,,,,0.0,0.0,0.0,30.0,0.0,0.0,
Inyo,2020-05-11,,,,1.0,0.0,1.0,42.0,0.0,0.0,3.0
Ventura,2020-05-11,,,,31.0,23.0,54.0,1301.0,12.0,7.0,48.0
Lassen,2020-05-11,,,,0.0,1.0,1.0,25.0,0.0,0.0,
Nevada,2020-05-11,,,,0.0,1.0,1.0,114.0,0.0,1.0,7.0
Lake,2020-05-11,,,,0.0,0.0,0.0,110.0,0.0,0.0,5.0
Kings,2020-05-11,,,,13.0,4.0,17.0,199.0,4.0,0.0,4.0
San Benito,2020-05-11,,,,1.0,0.0,1.0,25.0,0.0,0.0,2.0
Del Norte,2020-05-11,,,,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Sutter,2020-05-11,,,,0.0,0.0,0.0,14.0,0.0,0.0,
Tehama,2020-05-11,,,,0.0,0.0,0.0,106.0,0.0,0.0,6.0
Calaveras,2020-05-12,,,,0.0,0.0,0.0,50.0,0.0,0.0,8.0
Trinity,2020-05-12,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Mariposa,2020-05-12,,,,0.0,1.0,1.0,30.0,0.0,0.0,
Ventura,2020-05-12,,,,26.0,25.0,51.0,1319.0,13.0,9.0,42.0
Monterey,2020-05-12,,,,6.0,1.0,7.0,829.0,5.0,0.0,106.0
Mendocino,2020-05-12,,,,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Tuolumne,2020-05-12,,,,0.0,0.0,0.0,151.0,0.0,0.0,3.0
Merced,2020-05-12,,,,6.0,5.0,11.0,242.0,4.0,1.0,5.0
Siskiyou,2020-05-12,,,,0.0,0.0,0.0,31.0,0.0,1.0,2.0
Lassen,2020-05-12,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Imperial,2020-05-13,,,,61.0,4.0,65.0,317.0,19.0,0.0,8.0
Trinity,2020-05-13,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Calaveras,2020-05-13,,,,0.0,0.0,0.0,50.0,0.0,0.0,11.0
Nevada,2020-05-13,,,,0.0,0.0,0.0,112.0,0.0,1.0,7.0
San Benito,2020-05-13,,,,1.0,0.0,1.0,25.0,1.0,0.0,1.0
Lassen,2020-05-13,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Merced,2020-05-13,,,,8.0,3.0,11.0,242.0,4.0,0.0,10.0
Calaveras,2020-05-14,,,,0.0,0.0,0.0,50.0,0.0,0.0,10.0
Colusa,2020-05-14,,,,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Inyo,2020-05-14,,,,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Monterey,2020-05-14,,,,6.0,1.0,7.0,829.0,5.0,0.0,104.0
Tulare,2020-05-14,,,,37.0,0.0,37.0,920.0,10.0,0.0,21.0
Trinity,2020-05-14,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Nevada,2020-05-14,,,,0.0,0.0,0.0,110.0,0.0,1.0,7.0
Ventura,2020-05-14,,,,28.0,30.0,58.0,1340.0,16.0,11.0,48.0
Mariposa,2020-05-14,,,,0.0,1.0,1.0,30.0,0.0,0.0,
Lassen,2020-05-14,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Santa Barbara,2020-05-14,,,,26.0,4.0,30.0,717.0,10.0,2.0,64.0
Imperial,2020-05-14,,,,62.0,9.0,71.0,327.0,20.0,0.0,6.0
Del Norte,2020-05-14,,,,0.0,0.0,0.0,51.0,0.0,0.0,5.0
Sutter,2020-05-14,,,,0.0,0.0,0.0,14.0,0.0,0.0,
Siskiyou,2020-05-14,,,,0.0,0.0,0.0,31.0,0.0,0.0,3.0
Tehama,2020-05-14,,,,0.0,1.0,1.0,106.0,0.0,0.0,5.0
San Luis Obispo,2020-05-15,,,,1.0,4.0,5.0,526.0,1.0,2.0,22.0
Monterey,2020-05-15,,,,6.0,1.0,7.0,829.0,5.0,0.0,109.0
Marin,2020-05-15,,,,2.0,8.0,10.0,390.0,0.0,1.0,11.0
San Francisco,2020-05-15,,,,56.0,33.0,89.0,2619.0,19.0,4.0,85.0
Tulare,2020-05-15,,,,38.0,1.0,39.0,920.0,9.0,0.0,15.0
Stanislaus,2020-05-15,,,,19.0,19.0,38.0,1369.0,3.0,2.0,80.0
Imperial,2020-05-15,,,,67.0,4.0,71.0,262.0,20.0,0.0,0.0
Ventura,2020-05-15,,,,27.0,20.0,47.0,1340.0,14.0,5.0,54.0
Modoc,2020-05-15,,,,0.0,0.0,0.0,41.0,0.0,0.0,
Mariposa,2020-05-15,,,,0.0,0.0,0.0,30.0,0.0,0.0,
Alameda,2020-05-15,,,,76.0,72.0,148.0,2446.0,38.0,19.0,117.0
Madera,2020-04-23,,,,0.0,3.0,3.0,568.0,0.0,1.0,16.0
Madera,2020-05-11,,,,1.0,0.0,1.0,528.0,0.0,0.0,27.0
Yolo,2020-05-11,,,,0.0,0.0,0.0,186.0,0.0,0.0,4.0
Amador,2020-05-12,,,,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Lake,2020-05-12,,,,0.0,1.0,1.0,110.0,0.0,1.0,1.0
Amador,2020-05-13,,,,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Madera,2020-05-14,,,,0.0,0.0,0.0,528.0,0.0,0.0,29.0
Yuba,2020-05-13,,,,0.0,0.0,0.0,445.0,0.0,0.0,12.0
Kings,2020-05-14,,,,16.0,2.0,18.0,199.0,4.0,0.0,2.0
Yolo,2020-05-13,,,,0.0,1.0,1.0,186.0,0.0,1.0,6.0
Yolo,2020-05-14,,,,0.0,0.0,0.0,186.0,0.0,0.0,3.0
Yuba,2020-05-14,,,,0.0,0.0,0.0,445.0,0.0,0.0,10.0
Marin,2020-05-09,,,,1.0,9.0,10.0,156.0,0.0,2.0,4.0
Alameda,2020-05-09,,,,68.0,57.0,125.0,1932.0,34.0,11.0,119.0
Sacramento,2020-05-13,,,,15.0,35.0,50.0,2371.0,5.0,4.0,105.0
Orange,2020-05-14,,,,259.0,68.0,327.0,7007.0,102.0,14.0,385.0
Kern,2020-05-15,,,,40.0,12.0,52.0,1721.0,18.0,0.0,82.0
Placer,2020-05-12,,,,9.0,18.0,27.0,753.0,3.0,2.0,32.0
Monterey,2020-05-11,,,,9.0,0.0,9.0,829.0,5.0,0.0,109.0
Calaveras,2020-05-11,,,,0.0,1.0,1.0,50.0,0.0,1.0,8.0
Colusa,2020-05-15,,,,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Glenn,2020-05-15,,,,0.0,0.0,0.0,,0.0,0.0,
San Bernardino,2020-05-16,,,,116.0,74.0,190.0,4695.0,50.0,12.0,145.0
Plumas,2020-05-16,,,,0.0,0.0,0.0,45.0,0.0,0.0,
Orange,2020-05-16,,,,250.0,74.0,324.0,6607.0,102.0,18.0,255.0
Humboldt,2020-05-16,,,,0.0,0.0,0.0,82.0,0.0,0.0,1.0
Siskiyou,2020-05-16,,,,0.0,1.0,1.0,65.0,0.0,1.0,3.0
Mendocino,2020-05-16,,,,0.0,0.0,0.0,70.0,0.0,0.0,2.0
San Mateo,2020-05-16,,,,31.0,23.0,54.0,1096.0,9.0,5.0,43.0
Butte,2020-05-16,,,,2.0,1.0,3.0,448.0,1.0,0.0,20.0
Fresno,2020-05-16,,,,58.0,39.0,97.0,2139.0,16.0,4.0,85.0
Solano,2020-05-16,,,,14.0,26.0,40.0,707.0,9.0,1.0,46.0
Alameda,2020-05-16,,,,69.0,60.0,129.0,2031.0,39.0,8.0,112.0
Napa,2020-05-16,,,,0.0,3.0,3.0,200.0,0.0,0.0,6.0
Sonoma,2020-05-17,,,,5.0,24.0,29.0,771.0,3.0,0.0,32.0
Los Angeles,2020-05-17,,,,1530.0,556.0,2086.0,23234.0,471.0,97.0,1207.0
Santa Clara,2020-05-17,,,,44.0,38.0,82.0,3318.0,19.0,6.0,192.0
Orange,2020-05-17,,,,266.0,88.0,354.0,6607.0,116.0,18.0,251.0
Sacramento,2020-05-17,,,,15.0,41.0,56.0,2350.0,6.0,8.0,107.0
Fresno,2020-05-17,,,,60.0,46.0,106.0,2071.0,18.0,10.0,94.0
Alameda,2020-05-17,,,,74.0,72.0,146.0,2446.0,38.0,15.0,125.0
San Francisco,2020-05-17,,,,40.0,31.0,71.0,2619.0,18.0,5.0,101.0
Solano,2020-05-17,,,,17.0,30.0,47.0,707.0,9.0,1.0,46.0
Glenn,2020-05-14,,,,0.0,0.0,0.0,,0.0,0.0,
Nevada,2020-05-09,,,,0.0,0.0,0.0,108.0,0.0,0.0,4.0
Kings,2020-05-09,,,,12.0,6.0,18.0,199.0,4.0,0.0,0.0
Stanislaus,2020-05-17,,,,20.0,21.0,41.0,1319.0,1.0,2.0,85.0
Modoc,2020-05-17,,,,1.0,0.0,1.0,41.0,0.0,0.0,
Napa,2020-05-17,,,,1.0,2.0,3.0,387.0,1.0,0.0,6.0
